C2N30D100T24V5p	8.0078e-312	8011.64	0	3.72066e-103	1.74469e-313	100	8.00781e-312	0	1.74469e-313	1e+08	0	0	0	1.74469e-313
C2N30D100T24V6p	482.118	706.417	4277	485	2.917	0.594221	9.52875e-312	7522	31.629	482.118	0	0	0	0.594221
C2N30D100T24V7p	1.20334e-311	2231.47	0	3.72066e-103	2.43667e-312	100	1.20334e-311	0	2.43667e-312	1e+08	0	0	0	2.43667e-312
C2N30D100T24V8p	1.10744e-311	2455.4	0	3.72066e-103	2.30846e-312	100	1.10744e-311	0	2.30846e-312	1e+08	0	0	0	2.30846e-312
C2N30D100T24V9p	1.13667e-311	1861.84	0	3.72066e-103	3.70744e-312	100	1.13667e-311	0	3.70744e-312	1e+08	0	0	0	3.70744e-312
C2N35D100T18V5p	1.41486e-311	7219.74	0	3.72066e-103	4.58738e-312	100	1.41486e-311	0	4.58738e-312	1e+08	0	0	0	4.58738e-312
C2N35D100T18V6p	7.21169e-312	2049.48	0	3.72066e-103	4.57617e-313	100	7.21169e-312	0	4.57617e-313	1e+08	0	0	0	4.57617e-313
C2N35D100T24V6p	1.21939e-311	2174.67	0	3.72066e-103	1.82327e-312	100	1.21939e-311	0	1.82327e-312	1e+08	0	0	0	1.82327e-312
C2N35D100T24V7p	1.03207e-311	2311.75	0	3.72066e-103	3.14471e-313	100	1.03207e-311	0	3.14471e-313	1e+08	0	0	0	3.14471e-313
C2N35D100T24V8p	8.39653e-312	1813.56	0	3.72066e-103	1.67291e-312	100	8.39654e-312	0	1.67291e-312	1e+08	0	0	0	1.67291e-312
C2N35D100T24V9p	8.69249e-312	3485.01	0	3.72066e-103	1.17455e-313	100	8.69248e-312	0	1.17455e-313	1e+08	0	0	0	1.17455e-313
RC1N25D100T18V10p	366	1016.71	2041	366	0.189	0	2.37152e-322	0	1.09799e-312	366	0	0	0	0
RC1N25D100T18V11p	384.5	233.988	2016	385	0.14	0.12987	2.37152e-322	429	3.333	384.5	0	0	0	0.12987
RC1N25D100T18V12p	1.07639e-311	3124.24	0	3.72066e-103	4.21579e-313	100	2.37152e-322	0	4.21579e-313	1e+08	0	0	0	4.21579e-313
RC1N25D100T18V13p	359	909.623	2062	365	0.171	1.64384	2.37152e-322	2805	3.746	359	0	0	0	1.64384
RC1N25D100T18V14p	376.667	712.041	3027	379	0.189	0.615655	2.37152e-322	745	3.348	376.667	0	0	0	0.615655
RC1N25D100T24V10p	6.30708e-312	12460.4	0	3.72066e-103	7.53243e-313	100	2.37152e-322	0	7.53243e-313	1e+08	0	0	0	7.53243e-313
RC1N25D100T24V11p	1.28469e-311	5355.47	0	3.72066e-103	3.43605e-312	100	2.37152e-322	0	3.43605e-312	1e+08	0	0	0	3.43605e-312
RC1N25D100T24V12p	1.48008e-311	2527.07	0	3.72066e-103	4.38543e-312	100	2.37152e-322	0	4.38543e-312	1e+08	0	0	0	4.38543e-312
